# r(Angstrom)	g(r)_ideal	J(r)_ideal	J(r)_broadened
1.048000000000000043e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.064000000000000057e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.080000000000000071e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.096000000000000085e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.112000000000000099e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.128000000000000114e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.144000000000000128e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.160000000000000142e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.175999999999999934e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.191999999999999948e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.207999999999999963e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.223999999999999977e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.239999999999999991e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.256000000000000005e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.272000000000000020e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.288000000000000034e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.304000000000000048e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.320000000000000062e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.336000000000000076e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.352000000000000091e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.368000000000000105e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.384000000000000119e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.400000000000000133e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.415999999999999925e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.431999999999999940e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.447999999999999954e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.463999999999999968e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.479999999999999982e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.495999999999999996e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.512000000000000011e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.528000000000000025e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.544000000000000039e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.560000000000000053e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.576000000000000068e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.592000000000000082e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.608000000000000096e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.624000000000000110e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.640000000000000124e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.656000000000000139e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.672000000000000153e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.687999999999999945e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.703999999999999959e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.719999999999999973e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.735999999999999988e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.752000000000000002e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.768000000000000016e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.784000000000000030e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.800000000000000044e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.816000000000000059e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.832000000000000073e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.848000000000000087e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.864000000000000101e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.880000000000000115e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.896000000000000130e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.912000000000000144e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.927999999999999936e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.943999999999999950e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.959999999999999964e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.672938066072354106e-06
1.975999999999999979e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.995344315881583944e-06
1.991999999999999993e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.996680074209983250e-05
2.008000000000000007e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.005212133875117406e-05
2.024000000000000021e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.671964713571565564e-04
2.040000000000000036e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.937741240603777489e-04
2.056000000000000050e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.678949885483603797e-04
2.072000000000000064e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.868444256752083924e-03
2.088000000000000078e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.783959707789943776e-03
2.104000000000000092e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.387811925945648485e-03
2.120000000000000107e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.384779278263619136e-02
2.136000000000000121e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.502238568633100360e-02
2.152000000000000135e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.379903194768644537e-02
2.168000000000000149e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.442017421258095844e-02
2.184000000000000163e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.227821759112760341e-01
2.200000000000000178e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.969210337472512562e-01
2.216000000000000192e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.072316724223139173e-01
2.232000000000000206e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.664892290624403914e-01
2.248000000000000220e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.895615998367556898e-01
2.264000000000000234e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.925114971017309218e-01
2.280000000000000249e+00 2.466804669671400843e-02 6.249974351187601029e-02 1.391289267202812985e+00
2.296000000000000263e+00 4.865088096596257433e-02 1.249994941483079935e-01 1.899817602976355602e+00
2.312000000000000277e+00 7.196976756679111797e-02 1.874992516881902049e-01 2.527539137274712910e+00
2.327999999999999847e+00 2.602742848307920132e-01 6.874972937758807578e-01 3.276874555015762525e+00
2.343999999999999861e+00 6.068239109547803878e-01 1.624993690496530307e+00 4.140815110110309227e+00
2.359999999999999876e+00 7.367676473509333634e-01 1.999992339395419538e+00 5.101194750723547777e+00
2.375999999999999890e+00 1.135747340959486262e+00 3.124988190969972379e+00 6.128080429660432316e+00
2.391999999999999904e+00 2.398093135504800522e+00 6.687475065621663717e+00 7.180605479828411575e+00
2.407999999999999918e+00 2.874981321440824189e+00 8.124970107135958131e+00 8.209350951858770173e+00
2.423999999999999932e+00 4.299378264131076932e+00 1.231245529684703577e+01 9.160200819391064897e+00
2.439999999999999947e+00 4.910886267131624905e+00 1.424994893864038836e+01 9.979189444046252078e+00
2.455999999999999961e+00 5.017183440593655952e+00 1.474994783340646087e+01 1.061773359147645657e+01
2.471999999999999975e+00 5.456085120253225895e+00 1.624994326988869275e+01 1.103752329269041255e+01
2.487999999999999989e+00 6.028329446584433704e+00 1.818743731992926271e+01 1.121432734130416975e+01
2.504000000000000004e+00 5.317524008144768111e+00 1.624994471058966994e+01 1.114024134809501732e+01
2.520000000000000018e+00 4.604034238185243488e+00 1.424995212916063814e+01 1.082409248218115394e+01
2.536000000000000032e+00 4.007765999444593774e+00 1.256245832891042191e+01 1.028998941569935255e+01
2.552000000000000046e+00 3.426042323721928629e+00 1.087496437743218358e+01 9.574384532924849367e+00
2.568000000000000060e+00 3.266811503066436639e+00 1.049996603304819764e+01 8.722108513961742915e+00
2.584000000000000075e+00 2.439066003336529675e+00 7.937474639602704052e+00 7.781932358237648728e+00
2.600000000000000089e+00 1.498598394332854467e+00 4.937484418195173141e+00 6.802276148252428101e+00
2.616000000000000103e+00 1.124295973702597262e+00 3.749988310036507677e+00 5.827506575482734874e+00
2.632000000000000117e+00 7.589566795851493408e-01 2.562492108683050773e+00 4.895137090247129841e+00
2.648000000000000131e+00 6.217959261586517572e-01 2.124993534823726105e+00 4.034155387159698236e+00
2.664000000000000146e+00 4.878656665668160697e-01 1.687494927375034592e+00 3.264386271086082036e+00
2.680000000000000160e+00 2.678098949822012576e-01 9.374972154237282140e-01 2.596801735471431005e+00
2.696000000000000174e+00 8.821352810718398330e-02 3.124990827923012082e-01 2.034599009897697375e+00
2.712000000000000188e+00 8.717573393493185940e-02 3.124990935828590444e-01 1.574676656442329792e+00
2.728000000000000203e+00 3.446245855951948767e-02 1.249996416736417898e-01 1.209320933534255182e+00
2.744000000000000217e+00 3.406173683867587398e-02 1.249996458401796406e-01 9.280284346459075628e-01
2.760000000000000231e+00 5.050194591797126792e-02 1.874994749017009632e-01 7.188296184071754080e-01
2.776000000000000245e+00 3.328098013923923293e-02 1.249996539581655630e-01 5.697367513166408104e-01
2.792000000000000259e+00 9.870189073247920275e-02 3.749989737386532074e-01 4.695814145886241242e-01
2.808000000000000274e+00 8.131690873026919952e-02 3.124991545004903726e-01 4.085054097713968213e-01
2.823999999999999844e+00 1.607961668700185615e-02 6.249983281081143704e-02 3.783590610685089728e-01
2.839999999999999858e+00 7.949474374025990164e-02 3.124991734466073812e-01 3.727496751547471066e-01
2.855999999999999872e+00 7.860654360515167971e-02 3.124991826817444807e-01 3.866457360922593844e-01
2.871999999999999886e+00 3.109325864034382172e-02 1.249996767051866631e-01 4.163378130969471735e-01
2.887999999999999901e+00 6.149938047358339405e-02 2.499993605549356013e-01 4.589886784747312931e-01
2.903999999999999915e+00 6.082356994412928264e-02 2.499993675817312466e-01 5.124432417187821942e-01
2.919999999999999929e+00 9.023825719135328272e-02 3.749990617400111304e-01 5.751000165241227924e-01
2.935999999999999943e+00 1.933910686055071160e-01 8.124979891998297399e-01 6.457709309473855797e-01
2.951999999999999957e+00 1.618695479273451754e-01 6.874983169475415989e-01 7.235982549578863221e-01
2.967999999999999972e+00 2.038005862002684465e-01 8.749978809659919587e-01 8.083026600751825885e-01
2.983999999999999986e+00 2.880298881073968809e-01 1.249997005184621202e+00 8.999814543232766972e-01
3.000000000000000000e+00 1.994760385899167765e-01 8.749979259308463542e-01 9.992304226261440325e-01
3.016000000000000014e+00 1.268776291120207456e-01 5.624986807790044452e-01 1.106885512976092389e+00
3.032000000000000028e+00 2.231859333661986855e-01 9.999976794051790296e-01 1.223885287703301294e+00
3.048000000000000043e+00 2.208489293519294572e-01 9.999977037043764616e-01 1.351163634689812598e+00
3.064000000000000057e+00 3.824597710179320487e-01 1.749996023341853890e+00 1.489323453614975756e+00
3.080000000000000071e+00 3.109078335191840514e-01 1.437496767309238477e+00 1.638734635502653525e+00
3.096000000000000085e+00 2.140540011526505804e-01 9.999977743552176390e-01 1.799374976721256347e+00
3.112000000000000099e+00 4.899230005774353192e-01 2.312494905983728533e+00 1.970907223953746623e+00
3.128000000000000114e+00 4.324996320602959021e-01 2.062495503048126899e+00 2.152878308989215839e+00
3.144000000000000128e+00 4.281088107570558687e-01 2.062495548702045323e+00 2.344776490819239889e+00
3.160000000000000142e+00 6.677816620317265084e-01 3.249993056683094572e+00 2.546210785184267245e+00
3.176000000000000156e+00 3.813867376848560919e-01 1.874996034498797037e+00 2.756886282619053219e+00
3.192000000000000171e+00 6.544596972327683115e-01 3.249993195199326834e+00 2.976772587989175101e+00
3.208000000000000185e+00 5.856450495908436249e-01 2.937493910705557099e+00 3.205913855271241175e+00
3.224000000000000199e+00 5.921837937263244589e-01 2.999993842718403858e+00 3.444517933429689815e+00
3.240000000000000213e+00 6.596432078193199544e-01 3.374993141303370248e+00 3.692672847488798205e+00
3.256000000000000227e+00 9.434766894237247570e-01 4.874990190120457534e+00 3.950498362802018271e+00
3.272000000000000242e+00 6.707594651418392617e-01 3.499993025721180651e+00 4.217836383672509015e+00
3.288000000000000256e+00 8.777553458182997259e-01 4.624990873463721286e+00 4.494393444645125690e+00
3.304000000000000270e+00 7.165642666500822155e-01 3.812492549461806490e+00 4.779554784066972317e+00
3.320000000000000284e+00 1.012158397869382442e+00 5.437489475996557964e+00 5.072384045654661833e+00
3.336000000000000298e+00 1.048563446799559484e+00 5.687489097471924993e+00 5.371741594047315438e+00
3.351999999999999869e+00 9.016219683958767162e-01 4.937490625308539549e+00 5.676290132573419633e+00
3.367999999999999883e+00 1.243523339468469269e+00 6.874987070359754426e+00 5.984566711791652338e+00
3.383999999999999897e+00 9.294431108558516286e-01 5.187490336035861738e+00 6.295177533765009770e+00
3.399999999999999911e+00 1.209133073265220792e+00 6.812487427935496775e+00 6.607010324917628630e+00
3.415999999999999925e+00 1.373661521566393429e+00 7.812485717236866911e+00 6.919302740067378998e+00
3.431999999999999940e+00 1.208464430277265578e+00 6.937487434887801285e+00 7.231678815724533749e+00
3.447999999999999954e+00 1.337496424465262734e+00 7.749986093266654663e+00 7.544213516078892567e+00
3.463999999999999968e+00 1.303795656851526763e+00 7.624986443673287262e+00 7.857291339687645149e+00
3.479999999999999982e+00 1.461255206610552415e+00 8.624984806474069288e+00 8.171349416878095795e+00
3.495999999999999996e+00 1.280036821824716897e+00 7.624986690707705961e+00 8.486689663934749106e+00
3.512000000000000011e+00 1.486731386599996485e+00 8.937484541583371467e+00 8.803191825383548164e+00
3.528000000000000025e+00 1.370250539783613331e+00 8.312485752702883701e+00 9.120087220924391502e+00
3.544000000000000039e+00 1.745879173966630171e+00 1.068748184707196636e+01 9.435977920370214989e+00
3.560000000000000053e+00 1.436791848947494898e+00 8.874985060833983752e+00 9.748945707371566627e+00
3.576000000000000068e+00 1.734828693034453417e+00 1.081248196197043043e+01 1.005652346832326849e+01
3.592000000000000082e+00 1.550448918511581287e+00 9.749983879074756388e+00 1.035623640056451400e+01
3.608000000000000096e+00 1.753446304092736385e+00 1.112498176839228137e+01 1.064578202067520074e+01
3.624000000000000110e+00 1.884458005070614339e+00 1.206248040618671880e+01 1.092325485768147786e+01
3.640000000000000124e+00 1.693716897291144496e+00 1.093748238943385509e+01 1.118739858485400340e+01
3.656000000000000139e+00 1.717300126230504320e+00 1.118748214422522658e+01 1.143752995068140343e+01
3.672000000000000153e+00 1.921107092650899739e+00 1.262498002512486828e+01 1.167336318388628236e+01
3.688000000000000167e+00 1.895046144889861894e+00 1.256248029609562522e+01 1.189479041038604379e+01
3.704000000000000181e+00 1.645039288344828821e+00 1.099998289556348396e+01 1.210132908960096287e+01
3.720000000000000195e+00 1.816250555880330575e+00 1.224998111537962231e+01 1.229201559148947887e+01
3.736000000000000210e+00 1.910975742277844391e+00 1.299998013046628920e+01 1.246498292680489861e+01
3.752000000000000224e+00 1.785401897282278938e+00 1.224998143613108148e+01 1.261761256347818261e+01
3.768000000000000238e+00 1.923815417149485896e+00 1.331247999696478779e+01 1.274661472161259290e+01
3.784000000000000252e+00 1.925492341306370481e+00 1.343747997952891637e+01 1.284840918567352830e+01
3.800000000000000266e+00 1.882670268610667774e+00 1.324998042477486493e+01 1.291957788210894975e+01
3.816000000000000281e+00 2.051846136498693962e+00 1.456247866575450089e+01 1.295732123773264632e+01
3.832000000000000295e+00 1.921220832501943310e+00 1.374998002394213437e+01 1.295975314902013587e+01
3.847999999999999865e+00 1.853315078045100872e+00 1.337498072999800947e+01 1.292600741033435341e+01
3.863999999999999879e+00 1.588923947331052577e+00 1.156248347902760010e+01 1.285631212506857501e+01
3.879999999999999893e+00 1.967678550392263581e+00 1.443747954089393382e+01 1.275161431758941433e+01
3.895999999999999908e+00 1.681205521830884120e+00 1.243748251952204598e+01 1.261362396723466262e+01
3.911999999999999922e+00 1.793171029811720496e+00 1.337498135535088295e+01 1.244419798312376990e+01
3.927999999999999936e+00 1.662235966525400732e+00 1.249998271675940664e+01 1.224552753123844973e+01
3.943999999999999950e+00 1.624044990225701479e+00 1.231248311385333061e+01 1.201968172372037102e+01
3.959999999999999964e+00 1.488286914999374266e+00 1.137498452540970817e+01 1.176895041886607451e+01
3.975999999999999979e+00 1.622343810724692359e+00 1.249998313154151042e+01 1.149572717403424882e+01
3.991999999999999993e+00 1.392100837222130405e+00 1.081248552551284625e+01 1.120279835886135267e+01
4.008000000000000007e+00 1.508731784901738537e+00 1.181248431283230893e+01 1.089331296774640023e+01
4.024000000000000021e+00 1.385886839091547973e+00 1.093748559012303012e+01 1.057105279803349340e+01
4.040000000000000036e+00 1.249223267429782736e+00 9.937487011094459533e+00 1.024037278203269352e+01
4.056000000000000050e+00 1.223797142258479909e+00 9.812487275464466308e+00 9.906036708562698578e+00
4.072000000000000064e+00 1.229666283113282077e+00 9.937487214439784111e+00 9.573090452219821245e+00
4.088000000000000078e+00 1.066592952464902266e+00 8.687488910008534404e+00 9.246562047124102790e+00
4.104000000000000092e+00 1.088747125301080088e+00 8.937488679658788016e+00 8.931084646704125163e+00
4.120000000000000107e+00 9.216607457280999727e-01 7.624990416953548511e+00 8.630751391711170228e+00
4.136000000000000121e+00 9.820100490851275676e-01 8.187489789466765089e+00 8.348693368925514946e+00
4.152000000000000135e+00 9.000701963794338623e-01 7.562490641443081252e+00 8.087016757582048854e+00
4.168000000000000149e+00 9.079363330379847108e-01 7.687490559654341915e+00 7.846816237206954980e+00
4.184000000000000163e+00 9.449570456136847652e-01 8.062490174728393910e+00 7.628160632827848175e+00
4.200000000000000178e+00 7.560325108895692425e-01 6.499992139087328979e+00 7.430233504477385509e+00
4.216000000000000192e+00 8.152352614249657181e-01 7.062491523521714498e+00 7.251542465186662234e+00
4.232000000000000206e+00 7.088422531577274199e-01 6.187492629752139983e+00 7.090364738380780629e+00
4.248000000000000220e+00 8.740611555069300875e-01 7.687490911874395039e+00 6.944854186656462147e+00
4.264000000000000234e+00 7.052958631402802547e-01 6.249992666625867166e+00 6.813493962838613527e+00
4.280000000000000249e+00 8.050373585495453899e-01 7.187491629555363915e+00 6.695262568579089191e+00
4.296000000000000263e+00 6.114484703926308384e-01 5.499993642412256634e+00 6.589921370166536896e+00
4.312000000000000277e+00 8.827916265462621981e-01 7.999990821098575289e+00 6.497838641643020274e+00
4.328000000000000291e+00 7.256665501592830525e-01 6.624992454819969900e+00 6.419929799343504051e+00
4.344000000000000306e+00 5.572370268693384032e-01 5.124994206080399906e+00 6.357170337906938862e+00
4.360000000000000320e+00 5.531547226535381556e-01 5.124994248526554941e+00 6.310287943841421665e+00
4.376000000000000334e+00 6.696550182111573601e-01 6.249993037204643720e+00 6.279258924971364841e+00
4.392000000000000348e+00 6.514891250128419520e-01 6.124993226086110631e+00 6.263037270729259198e+00
4.408000000000000362e+00 6.137698319932411994e-01 5.812493618275714979e+00 6.259594119449267247e+00
4.424000000000000377e+00 5.765781765156844374e-01 5.499994004979151363e+00 6.266069233603383637e+00
4.440000000000000391e+00 7.675767920933873611e-01 7.374992019054743331e+00 6.279023575027865789e+00
4.456000000000000405e+00 7.233249236627617984e-01 6.999992479167227444e+00 6.295102062650291153e+00
4.472000000000000419e+00 6.540370588329461610e-01 6.374993199593821380e+00 6.311194772188133406e+00
4.488000000000000433e+00 5.920835978270365674e-01 5.812493843760127454e+00 6.325132832985854492e+00
4.504000000000000448e+00 6.890258502490976822e-01 6.812492835794839330e+00 6.335658494997736589e+00
4.520000000000000462e+00 6.088364560104383427e-01 6.062493669570980792e+00 6.342492565599254561e+00
4.536000000000000476e+00 6.357112071946224852e-01 6.374993390138333105e+00 6.346431781554634277e+00
4.552000000000000490e+00 5.879290093860375377e-01 5.937493886957867062e+00 6.348974292365801020e+00
4.568000000000000504e+00 7.067266102149346585e-01 7.187492651749598949e+00 6.352367852009916938e+00
4.584000000000000519e+00 6.712885884452834961e-01 6.874993020219593021e+00 6.359188321887513595e+00
4.600000000000000533e+00 5.272412603768619199e-01 5.437494517963926910e+00 6.372234132190413014e+00
4.616000000000000547e+00 5.958122081362364764e-01 6.187493804991563096e+00 6.394075518141796088e+00
4.631999999999999673e+00 6.036567742578692330e-01 6.312493723427105685e+00 6.426914683210698698e+00
